times,prices,status: base,power: base,status: peaker,power: peaker,power: wind,load power: Ireland
2010-04-27 13:45:00,30.0,True,2488.0,False,0.0,799,3287
2010-04-27 14:00:00,30.0,True,2498.0,False,0.0,757,3255
2010-04-27 14:15:00,30.0,True,2502.0,False,0.0,777,3279
2010-04-27 14:30:00,30.0,True,2493.0,False,0.0,788,3281
2010-04-27 14:45:00,30.0,True,2490.0,False,0.0,781,3271
2010-04-27 15:00:00,30.0,True,2466.0,False,0.0,840,3306
2010-04-27 15:15:00,30.0,True,2503.0,False,0.0,814,3317
2010-04-27 15:30:00,30.0,True,2514.0,False,0.0,827,3341
2010-04-27 15:45:00,30.0,True,2527.0,False,0.0,833,3360
2010-04-27 16:00:00,30.0,True,2542.0,False,0.0,796,3338
2010-04-27 16:15:00,30.0,True,2600.0,False,0.0,783,3383
2010-04-27 16:30:00,30.0,True,2672.0,False,0.0,753,3425
2010-04-27 16:45:00,30.0,True,2741.0,False,0.0,762,3503
2010-04-27 17:00:00,30.0,True,2746.0,False,0.0,781,3527
2010-04-27 17:15:00,30.0,True,2774.0,False,0.0,772,3546
2010-04-27 17:30:00,30.0,True,2840.0,False,0.0,718,3558
2010-04-27 17:45:00,30.0,True,2860.0,False,0.0,714,3574
2010-04-27 18:00:00,30.0,True,2832.0,False,0.0,717,3549
2010-04-27 18:15:00,30.0,True,2793.0,False,0.0,701,3494
2010-04-27 18:30:00,30.0,True,2758.0,False,0.0,707,3465
2010-04-27 18:45:00,30.0,True,2725.0,False,0.0,699,3424
2010-04-27 19:00:00,30.0,True,2691.0,False,0.0,694,3385
2010-04-27 19:15:00,30.0,True,2674.0,False,0.0,666,3340
2010-04-27 19:30:00,30.0,True,2595.0,False,0.0,710,3305
2010-04-27 19:45:00,30.0,True,2559.0,False,0.0,697,3256
2010-04-27 20:00:00,30.0,True,2535.0,False,0.0,680,3215
2010-04-27 20:15:00,30.0,True,2553.0,False,0.0,676,3229
2010-04-27 20:30:00,30.0,True,2624.0,False,0.0,616,3240
2010-04-27 20:45:00,30.0,True,2736.0,False,0.0,565,3301
2010-04-27 21:00:00,30.0,True,2785.0,False,0.0,564,3349
2010-04-27 21:15:00,30.0,True,2809.0,False,0.0,562,3371
2010-04-27 21:30:00,30.0,True,2770.0,False,0.0,547,3317
2010-04-27 21:45:00,30.0,True,2672.0,False,0.0,600,3272
2010-04-27 22:00:00,30.0,True,2589.0,False,0.0,614,3203
2010-04-27 22:15:00,30.0,True,2513.0,False,0.0,609,3122
2010-04-27 22:30:00,30.0,True,2317.0,False,0.0,691,3008
2010-04-27 22:45:00,30.0,True,2209.0,False,0.0,670,2879
2010-04-27 23:00:00,30.0,True,2142.0,False,0.0,677,2819
2010-04-27 23:15:00,30.0,True,2048.0,False,0.0,690,2738
2010-04-27 23:30:00,30.0,True,1863.0,False,0.0,741,2604
2010-04-27 23:45:00,30.0,True,1773.0,False,0.0,772,2545
2010-04-28 00:00:00,30.0,True,1782.0,False,0.0,750,2532
2010-04-28 00:15:00,30.0,True,1754.0,False,0.0,775,2529
2010-04-28 00:30:00,30.0,True,1719.0,False,0.0,755,2474
2010-04-28 00:45:00,30.0,True,1695.0,False,0.0,701,2396
2010-04-28 01:00:00,30.0,True,1664.0,False,0.0,659,2323
2010-04-28 01:15:00,30.0,True,1637.0,False,0.0,660,2297
2010-04-28 01:30:00,30.0,True,1574.0,False,0.0,670,2244
2010-04-28 01:45:00,30.0,True,1546.0,False,0.0,682,2228
2010-04-28 02:00:00,30.0,True,1477.0,False,0.0,728,2205
2010-04-28 02:15:00,30.0,True,1449.0,False,0.0,722,2171
2010-04-28 02:30:00,30.0,True,1413.0,False,0.0,722,2135
2010-04-28 02:45:00,30.0,True,1363.0,False,0.0,768,2131
2010-04-28 03:00:00,30.0,True,1352.0,False,0.0,728,2080
2010-04-28 03:15:00,30.0,True,1347.0,False,0.0,729,2076
2010-04-28 03:30:00,30.0,True,1343.0,False,0.0,703,2046
2010-04-28 03:45:00,30.0,True,1350.0,False,0.0,710,2060
2010-04-28 04:00:00,30.0,True,1392.0,False,0.0,678,2070
2010-04-28 04:15:00,30.0,True,1399.0,False,0.0,655,2054
2010-04-28 04:30:00,30.0,True,1388.0,False,0.0,669,2057
2010-04-28 04:45:00,30.0,True,1375.0,False,0.0,711,2086
2010-04-28 05:00:00,30.0,True,1381.0,False,0.0,678,2059
2010-04-28 05:15:00,30.0,True,1379.0,False,0.0,720,2099
2010-04-28 05:30:00,30.0,True,1408.0,False,0.0,695,2103
2010-04-28 05:45:00,30.0,True,1434.0,False,0.0,696,2130
2010-04-28 06:00:00,30.0,True,1475.0,False,0.0,677,2152
2010-04-28 06:15:00,30.0,True,1573.0,False,0.0,647,2220
2010-04-28 06:30:00,30.0,True,1620.0,False,0.0,648,2268
2010-04-28 06:45:00,30.0,True,1736.0,False,0.0,614,2350
2010-04-28 07:00:00,30.0,True,1877.0,False,0.0,617,2494
2010-04-28 07:15:00,30.0,True,2095.0,False,0.0,598,2693
2010-04-28 07:30:00,30.0,True,2225.0,False,0.0,600,2825
2010-04-28 07:45:00,30.0,True,2378.0,False,0.0,576,2954
2010-04-28 08:00:00,30.0,True,2499.0,False,0.0,567,3066
2010-04-28 08:15:00,30.0,True,2650.0,False,0.0,565,3215
2010-04-28 08:30:00,30.0,True,2677.0,False,0.0,589,3266
2010-04-28 08:45:00,30.0,True,2691.0,False,0.0,582,3273
2010-04-28 09:00:00,1000.0,True,3000.0,True,2500.0,585,9999
2010-04-28 09:15:00,30.0,True,2756.0,False,0.0,598,3354
2010-04-28 09:30:00,30.0,True,2768.0,False,0.0,610,3378
2010-04-28 09:45:00,30.0,True,2744.0,False,0.0,641,3385
2010-04-28 10:00:00,30.0,True,2721.0,False,0.0,673,3394
2010-04-28 10:15:00,30.0,True,2683.0,False,0.0,686,3369
2010-04-28 10:30:00,30.0,True,2709.0,False,0.0,691,3400
2010-04-28 10:45:00,30.0,True,2687.0,False,0.0,701,3388
2010-04-28 11:00:00,30.0,True,2683.0,False,0.0,689,3372
2010-04-28 11:15:00,30.0,True,2665.0,False,0.0,717,3382
2010-04-28 11:30:00,30.0,True,2633.0,False,0.0,755,3388
2010-04-28 11:45:00,30.0,True,2630.0,False,0.0,751,3381
2010-04-28 12:00:00,30.0,True,2611.0,False,0.0,766,3377
2010-04-28 12:15:00,30.0,True,2621.0,False,0.0,794,3415
2010-04-28 12:30:00,30.0,True,2612.0,False,0.0,810,3422
2010-04-28 12:45:00,30.0,True,2635.0,False,0.0,799,3434
2010-04-28 13:00:00,30.0,True,2648.0,False,0.0,772,3420
2010-04-28 13:15:00,30.0,True,2622.0,False,0.0,741,3363
2010-04-28 13:30:00,30.0,True,2574.0,False,0.0,770,3344
2010-04-28 13:45:00,30.0,True,2544.0,False,0.0,783,3327
2010-04-28 14:00:00,30.0,True,2535.0,False,0.0,810,3345
2010-04-28 14:15:00,30.0,True,2586.0,False,0.0,761,3347
2010-04-28 14:30:00,30.0,True,2585.0,False,0.0,769,3354
2010-04-28 14:45:00,30.0,True,2592.0,False,0.0,733,3325
2010-04-28 15:00:00,30.0,True,2586.0,False,0.0,760,3346
2010-04-28 15:15:00,30.0,True,2617.0,False,0.0,773,3390
2010-04-28 15:30:00,30.0,True,2582.0,False,0.0,791,3373
2010-04-28 15:45:00,30.0,True,2631.0,False,0.0,737,3368
2010-04-28 16:00:00,30.0,True,2652.0,False,0.0,733,3385
2010-04-28 16:15:00,30.0,True,2680.0,False,0.0,736,3416
2010-04-28 16:30:00,30.0,True,2733.0,False,0.0,710,3443
2010-04-28 16:45:00,30.0,True,2779.0,False,0.0,677,3456
2010-04-28 17:00:00,30.0,True,2807.0,False,0.0,653,3460
2010-04-28 17:15:00,30.0,True,2839.0,False,0.0,640,3479
2010-04-28 17:30:00,30.0,True,2862.0,False,0.0,609,3471
2010-04-28 17:45:00,30.0,True,2859.0,False,0.0,631,3490
2010-04-28 18:00:00,30.0,True,2814.0,False,0.0,650,3464
2010-04-28 18:15:00,30.0,True,2761.0,False,0.0,643,3404
2010-04-28 18:30:00,30.0,True,2751.0,False,0.0,639,3390
2010-04-28 18:45:00,30.0,True,2719.0,False,0.0,611,3330
2010-04-28 19:00:00,30.0,True,2712.0,False,0.0,593,3305
2010-04-28 19:15:00,30.0,True,2755.0,False,0.0,538,3293
2010-04-28 19:30:00,30.0,True,2758.0,False,0.0,507,3265
2010-04-28 19:45:00,30.0,True,2763.0,False,0.0,479,3242
2010-04-28 20:00:00,30.0,True,2784.0,False,0.0,402,3186
2010-04-28 20:15:00,30.0,True,2755.0,False,0.0,418,3173
2010-04-28 20:30:00,30.0,True,2801.0,False,0.0,373,3174
2010-04-28 20:45:00,30.0,True,2885.0,False,0.0,340,3225
2010-04-28 21:00:00,30.0,True,2937.0,False,0.0,341,3278
2010-04-28 21:15:00,50.0,True,3000.0,True,60.0,319,3379
2010-04-28 21:30:00,50.0,True,3000.0,True,49.0,288,3337
2010-04-28 21:45:00,50.0,True,3000.0,True,46.0,275,3321
2010-04-28 22:00:00,50.0,True,3000.0,True,5.0,265,3270
2010-04-28 22:15:00,30.0,True,2936.0,False,0.0,244,3180
2010-04-28 22:30:00,30.0,True,2829.0,False,0.0,245,3074
2010-04-28 22:45:00,30.0,True,2709.0,False,0.0,244,2953
2010-04-28 23:00:00,30.0,True,2595.0,False,0.0,274,2869
2010-04-28 23:15:00,30.0,True,2517.0,False,0.0,274,2791
2010-04-28 23:30:00,30.0,True,2413.0,False,0.0,264,2677
2010-04-28 23:45:00,30.0,True,2316.0,False,0.0,266,2582
2010-04-29 00:00:00,30.0,True,2268.0,False,0.0,261,2529
2010-04-29 00:15:00,30.0,True,2234.0,False,0.0,315,2549
2010-04-29 00:30:00,30.0,True,2213.0,False,0.0,290,2503
2010-04-29 00:45:00,30.0,True,2191.0,False,0.0,237,2428
2010-04-29 01:00:00,30.0,True,2159.0,False,0.0,226,2385
2010-04-29 01:15:00,30.0,True,2119.0,False,0.0,213,2332
2010-04-29 01:30:00,30.0,True,2087.0,False,0.0,220,2307
2010-04-29 01:45:00,30.0,True,2037.0,False,0.0,217,2254
2010-04-29 02:00:00,30.0,True,2036.0,False,0.0,190,2226
2010-04-29 02:15:00,30.0,True,2033.0,False,0.0,158,2191
2010-04-29 02:30:00,30.0,True,2018.0,False,0.0,158,2176
2010-04-29 02:45:00,30.0,True,1984.0,False,0.0,159,2143
2010-04-29 03:00:00,30.0,True,1964.0,False,0.0,153,2117
2010-04-29 03:15:00,30.0,True,1953.0,False,0.0,155,2108
2010-04-29 03:30:00,30.0,True,1959.0,False,0.0,137,2096
2010-04-29 03:45:00,30.0,True,1933.0,False,0.0,166,2099
2010-04-29 04:00:00,30.0,True,1908.0,False,0.0,181,2089
2010-04-29 04:15:00,30.0,True,1950.0,False,0.0,133,2083
2010-04-29 04:30:00,30.0,True,1977.0,False,0.0,122,2099
2010-04-29 04:45:00,30.0,True,1975.0,False,0.0,129,2104
2010-04-29 05:00:00,30.0,True,2003.0,False,0.0,106,2109
2010-04-29 05:15:00,30.0,True,2019.0,False,0.0,114,2133
2010-04-29 05:30:00,30.0,True,2031.0,False,0.0,121,2152
2010-04-29 05:45:00,30.0,True,2041.0,False,0.0,106,2147
2010-04-29 06:00:00,30.0,True,2035.0,False,0.0,106,2141
2010-04-29 06:15:00,30.0,True,2088.0,False,0.0,106,2194
2010-04-29 06:30:00,30.0,True,2169.0,False,0.0,105,2274
2010-04-29 06:45:00,30.0,True,2266.0,False,0.0,112,2378
2010-04-29 07:00:00,30.0,True,2421.0,False,0.0,101,2522
2010-04-29 07:15:00,30.0,True,2634.0,False,0.0,102,2736
2010-04-29 07:30:00,30.0,True,2771.0,False,0.0,90,2861
2010-04-29 07:45:00,30.0,True,2927.0,False,0.0,92,3019
2010-04-29 08:00:00,50.0,True,3000.0,True,42.0,82,3124
2010-04-29 08:15:00,50.0,True,3000.0,True,178.0,84,3262
2010-04-29 08:30:00,50.0,True,3000.0,True,222.0,89,3311
2010-04-29 08:45:00,50.0,True,3000.0,True,238.0,87,3325
2010-04-29 09:00:00,50.0,True,3000.0,True,243.0,94,3337
2010-04-29 09:15:00,50.0,True,3000.0,True,257.0,100,3357
2010-04-29 09:30:00,50.0,True,3000.0,True,265.0,113,3378
2010-04-29 09:45:00,50.0,True,3000.0,True,264.0,120,3384
2010-04-29 10:00:00,50.0,True,3000.0,True,247.0,117,3364
2010-04-29 10:15:00,50.0,True,3000.0,True,220.0,132,3352
2010-04-29 10:30:00,50.0,True,3000.0,True,204.0,144,3348
2010-04-29 10:45:00,50.0,True,3000.0,True,180.0,186,3366
2010-04-29 11:00:00,50.0,True,3000.0,True,175.0,190,3365
2010-04-29 11:15:00,50.0,True,3000.0,True,154.0,199,3353
2010-04-29 11:30:00,50.0,True,3000.0,True,152.0,198,3350
2010-04-29 11:45:00,50.0,True,3000.0,True,141.0,221,3362
2010-04-29 12:00:00,50.0,True,3000.0,True,169.0,194,3363
2010-04-29 12:15:00,50.0,True,3000.0,True,160.0,201,3361
2010-04-29 12:30:00,50.0,True,3000.0,True,114.0,275,3389
2010-04-29 12:45:00,50.0,True,3000.0,True,138.0,231,3369
2010-04-29 13:00:00,50.0,True,3000.0,True,127.0,244,3371
2010-04-29 13:15:00,50.0,True,3000.0,True,96.0,238,3334
2010-04-29 13:30:00,50.0,True,3000.0,True,57.0,226,3283
2010-04-29 13:45:00,50.0,True,3000.0,True,42.0,235,3277
2010-04-29 14:00:00,30.0,True,2978.0,False,0.0,292,3270
2010-04-29 14:15:00,50.0,True,3000.0,True,20.0,234,3254
2010-04-29 14:30:00,50.0,True,3000.0,True,22.0,267,3289
2010-04-29 14:45:00,50.0,True,3000.0,True,6.0,267,3273
2010-04-29 15:00:00,50.0,True,3000.0,True,23.0,246,3269
2010-04-29 15:15:00,50.0,True,3000.0,True,43.0,244,3287
2010-04-29 15:30:00,50.0,True,3000.0,True,16.0,303,3319
2010-04-29 15:45:00,50.0,True,3000.0,True,44.0,289,3333
2010-04-29 16:00:00,50.0,True,3000.0,True,39.0,277,3316
2010-04-29 16:15:00,50.0,True,3000.0,True,85.0,255,3340
2010-04-29 16:30:00,50.0,True,3000.0,True,64.0,295,3359
2010-04-29 16:45:00,50.0,True,3000.0,True,53.0,328,3381
2010-04-29 17:00:00,50.0,True,3000.0,True,48.0,361,3409
2010-04-29 17:15:00,50.0,True,3000.0,True,92.0,324,3416
2010-04-29 17:30:00,50.0,True,3000.0,True,155.0,300,3455
2010-04-29 17:45:00,50.0,True,3000.0,True,199.0,247,3446
2010-04-29 18:00:00,50.0,True,3000.0,True,182.0,238,3420
2010-04-29 18:15:00,50.0,True,3000.0,True,148.0,228,3376
2010-04-29 18:30:00,50.0,True,3000.0,True,120.0,220,3340
2010-04-29 18:45:00,50.0,True,3000.0,True,82.0,221,3303
2010-04-29 19:00:00,50.0,True,3000.0,True,62.0,217,3279
2010-04-29 19:15:00,30.0,True,2996.0,False,0.0,264,3260
2010-04-29 19:30:00,50.0,True,3000.0,True,2.0,199,3201
2010-04-29 19:45:00,30.0,True,2984.0,False,0.0,180,3164
2010-04-29 20:00:00,30.0,True,2952.0,False,0.0,153,3105
2010-04-29 20:15:00,30.0,True,2962.0,False,0.0,163,3125
2010-04-29 20:30:00,30.0,True,2942.0,False,0.0,168,3110
2010-04-29 20:45:00,30.0,True,2977.0,False,0.0,173,3150
2010-04-29 21:00:00,50.0,True,3000.0,True,57.0,190,3247
2010-04-29 21:15:00,50.0,True,3000.0,True,162.0,176,3338
2010-04-29 21:30:00,50.0,True,3000.0,True,175.0,151,3326
2010-04-29 21:45:00,50.0,True,3000.0,True,161.0,136,3297
2010-04-29 22:00:00,50.0,True,3000.0,True,103.0,134,3237
2010-04-29 22:15:00,50.0,True,3000.0,True,42.0,129,3171
2010-04-29 22:30:00,30.0,True,2912.0,False,0.0,150,3062
2010-04-29 22:45:00,30.0,True,2833.0,False,0.0,147,2980
2010-04-29 23:00:00,30.0,True,2744.0,False,0.0,145,2889
2010-04-29 23:15:00,30.0,True,2651.0,False,0.0,149,2800
2010-04-29 23:30:00,30.0,True,2530.0,False,0.0,163,2693
2010-04-29 23:45:00,30.0,True,2444.0,False,0.0,166,2610
2010-04-30 00:00:00,30.0,True,2397.0,False,0.0,167,2564
2010-04-30 00:15:00,30.0,True,2382.0,False,0.0,158,2540
2010-04-30 00:30:00,30.0,True,2344.0,False,0.0,157,2501
2010-04-30 00:45:00,30.0,True,2296.0,False,0.0,153,2449
2010-04-30 01:00:00,30.0,True,2242.0,False,0.0,156,2398
2010-04-30 01:15:00,30.0,True,2179.0,False,0.0,162,2341
2010-04-30 01:30:00,30.0,True,2150.0,False,0.0,149,2299
2010-04-30 01:45:00,30.0,True,2110.0,False,0.0,148,2258
2010-04-30 02:00:00,30.0,True,2071.0,False,0.0,155,2226
2010-04-30 02:15:00,30.0,True,2029.0,False,0.0,158,2187
2010-04-30 02:30:00,30.0,True,2000.0,False,0.0,154,2154
2010-04-30 02:45:00,30.0,True,1976.0,False,0.0,146,2122
2010-04-30 03:00:00,30.0,True,1955.0,False,0.0,154,2109
2010-04-30 03:15:00,30.0,True,1941.0,False,0.0,163,2104
2010-04-30 03:30:00,30.0,True,1950.0,False,0.0,143,2093
2010-04-30 03:45:00,30.0,True,1943.0,False,0.0,141,2084
2010-04-30 04:00:00,30.0,True,1946.0,False,0.0,132,2078
2010-04-30 04:15:00,30.0,True,1940.0,False,0.0,120,2060
2010-04-30 04:30:00,30.0,True,1959.0,False,0.0,113,2072
2010-04-30 04:45:00,30.0,True,1979.0,False,0.0,105,2084
2010-04-30 05:00:00,30.0,True,1996.0,False,0.0,99,2095
2010-04-30 05:15:00,30.0,True,2011.0,False,0.0,97,2108
2010-04-30 05:30:00,30.0,True,2013.0,False,0.0,98,2111
2010-04-30 05:45:00,30.0,True,2015.0,False,0.0,106,2121
2010-04-30 06:00:00,30.0,True,2035.0,False,0.0,97,2132
2010-04-30 06:15:00,30.0,True,2089.0,False,0.0,113,2202
2010-04-30 06:30:00,30.0,True,2129.0,False,0.0,117,2246
2010-04-30 06:45:00,30.0,True,2219.0,False,0.0,127,2346
2010-04-30 07:00:00,30.0,True,2361.0,False,0.0,123,2484
2010-04-30 07:15:00,30.0,True,2553.0,False,0.0,105,2658
2010-04-30 07:30:00,30.0,True,2669.0,False,0.0,105,2774
2010-04-30 07:45:00,30.0,True,2827.0,False,0.0,98,2925
2010-04-30 08:00:00,30.0,True,2960.0,False,0.0,97,3057
2010-04-30 08:15:00,50.0,True,3000.0,True,100.0,97,3197
2010-04-30 08:30:00,50.0,True,3000.0,True,138.0,112,3250
2010-04-30 08:45:00,50.0,True,3000.0,True,155.0,145,3300
2010-04-30 09:00:00,50.0,True,3000.0,True,191.0,132,3323
2010-04-30 09:15:00,50.0,True,3000.0,True,271.0,116,3387
2010-04-30 09:30:00,50.0,True,3000.0,True,267.0,122,3389
2010-04-30 09:45:00,50.0,True,3000.0,True,298.0,114,3412
2010-04-30 10:00:00,50.0,True,3000.0,True,291.0,124,3415
2010-04-30 10:15:00,50.0,True,3000.0,True,272.0,133,3405
2010-04-30 10:30:00,50.0,True,3000.0,True,274.0,142,3416
2010-04-30 10:45:00,50.0,True,3000.0,True,245.0,160,3405
2010-04-30 11:00:00,50.0,True,3000.0,True,220.0,181,3401
2010-04-30 11:15:00,50.0,True,3000.0,True,237.0,171,3408
2010-04-30 11:30:00,50.0,True,3000.0,True,177.0,232,3409
2010-04-30 11:45:00,50.0,True,3000.0,True,177.0,234,3411
2010-04-30 12:00:00,50.0,True,3000.0,True,201.0,211,3412
2010-04-30 12:15:00,50.0,True,3000.0,True,228.0,181,3409
2010-04-30 12:30:00,50.0,True,3000.0,True,216.0,186,3402
2010-04-30 12:45:00,50.0,True,3000.0,True,197.0,206,3403
2010-04-30 13:00:00,50.0,True,3000.0,True,195.0,181,3376
2010-04-30 13:15:00,50.0,True,3000.0,True,149.0,196,3345
2010-04-30 13:30:00,50.0,True,3000.0,True,77.0,216,3293
2010-04-30 13:45:00,50.0,True,3000.0,True,32.0,234,3266
2010-04-30 14:00:00,30.0,True,2978.0,False,0.0,267,3245
2010-04-30 14:15:00,30.0,True,2962.0,False,0.0,289,3251
2010-04-30 14:30:00,30.0,True,2940.0,False,0.0,327,3267
2010-04-30 14:45:00,30.0,True,2951.0,False,0.0,294,3245
2010-04-30 15:00:00,30.0,True,2932.0,False,0.0,311,3243
2010-04-30 15:15:00,30.0,True,2928.0,False,0.0,325,3253
2010-04-30 15:30:00,30.0,True,2913.0,False,0.0,344,3257
2010-04-30 15:45:00,30.0,True,2946.0,False,0.0,299,3245
2010-04-30 16:00:00,30.0,True,2933.0,False,0.0,297,3230
2010-04-30 16:15:00,30.0,True,2938.0,False,0.0,312,3250
2010-04-30 16:30:00,30.0,True,2988.0,False,0.0,274,3262
2010-04-30 16:45:00,30.0,True,2997.0,False,0.0,284,3281
2010-04-30 17:00:00,50.0,True,3000.0,True,54.0,237,3291
2010-04-30 17:15:00,50.0,True,3000.0,True,51.0,251,3302
2010-04-30 17:30:00,50.0,True,3000.0,True,48.0,263,3311
2010-04-30 17:45:00,50.0,True,3000.0,True,88.0,247,3335
2010-04-30 18:00:00,50.0,True,3000.0,True,97.0,231,3328
2010-04-30 18:15:00,50.0,True,3000.0,True,63.0,198,3261
2010-04-30 18:30:00,50.0,True,3000.0,True,56.0,208,3264
2010-04-30 18:45:00,50.0,True,3000.0,True,59.0,206,3265
2010-04-30 19:00:00,50.0,True,3000.0,True,14.0,210,3224
2010-04-30 19:15:00,30.0,True,2986.0,False,0.0,196,3182
2010-04-30 19:30:00,30.0,True,2972.0,False,0.0,170,3142
2010-04-30 19:45:00,30.0,True,2932.0,False,0.0,170,3102
2010-04-30 20:00:00,30.0,True,2925.0,False,0.0,133,3058
2010-04-30 20:15:00,30.0,True,2909.0,False,0.0,103,3012
2010-04-30 20:30:00,30.0,True,2900.0,False,0.0,111,3011
2010-04-30 20:45:00,30.0,True,2949.0,False,0.0,104,3053
2010-04-30 21:00:00,50.0,True,3000.0,True,17.0,94,3111
2010-04-30 21:15:00,50.0,True,3000.0,True,104.0,93,3197
2010-04-30 21:30:00,50.0,True,3000.0,True,124.0,91,3215
2010-04-30 21:45:00,50.0,True,3000.0,True,75.0,88,3163
2010-04-30 22:00:00,50.0,True,3000.0,True,2.0,98,3100
2010-04-30 22:15:00,30.0,True,2988.0,False,0.0,102,3090
2010-04-30 22:30:00,30.0,True,2896.0,False,0.0,111,3007
2010-04-30 22:45:00,30.0,True,2815.0,False,0.0,104,2919
2010-04-30 23:00:00,30.0,True,2758.0,False,0.0,101,2859
2010-04-30 23:15:00,30.0,True,2703.0,False,0.0,93,2796
2010-04-30 23:30:00,30.0,True,2651.0,False,0.0,79,2730
2010-04-30 23:45:00,30.0,True,2590.0,False,0.0,82,2672
